ID,y
1110,110.30345
1111,106.45607
1112,110.33801
1114,94.41692
1116,96.266
1117,108.541245
1120,101.011475
1124,111.59755
1125,94.5809
1126,112.966484
1134,107.366234
1137,90.99876
1138,111.25954
1144,111.12611
1145,94.72389
1146,92.695816
1148,100.59032
1150,98.82536
1152,104.85147
1153,102.011925
1154,106.83195
1155,95.21053
1157,98.35878
1162,96.14271
1165,110.86304
1166,97.37226
1167,101.54276
1168,103.859886
1169,102.38006
1171,118.5778
1172,102.42727
1173,102.38006
1174,97.828064
1176,105.85064
1177,108.088005
1178,96.073814
1182,111.95252
1186,102.27687
1187,104.4388
1188,92.40626
1189,113.051674
1191,106.94376
1192,95.768105
1197,112.4592
1198,94.33796
1200,79.43
1201,94.304955
1203,97.89662
1209,116.979836
1214,107.751
1218,111.07686
1222,98.67198
1226,97.4984
1228,96.41731
1230,102.638725
1232,79.33802
1233,108.35031
1236,112.6656
1238,101.25625
1241,111.12611
1244,99.04054
1246,102.30621
1247,99.76861
1250,104.432
1251,98.90204
1254,104.90048
1255,98.581154
1256,109.303314
1257,97.80161
1258,111.59517
1259,111.79402
1260,94.15409
1263,112.51559
1267,79.808495
1268,109.33348
1271,97.42338
1272,107.99657
1274,105.40339
1275,96.14271
1276,108.883
1277,90.90325
1279,92.695816
1281,98.37959
1282,92.40626
1283,106.46523
1285,104.81159
1286,93.789
1289,112.35852
1296,97.83022
1299,101.75985
1301,104.07353
1306,89.81795
1307,95.661896
1308,94.45799
1313,108.883
1314,95.59488
1315,110.30345
1316,92.84834
1317,108.33487
1319,92.74771
1323,107.036
1324,108.82809
1325,96.0622
1328,102.74164
1329,92.104256
1330,103.03656
1331,99.84354
1332,105.037704
1337,101.18364
1338,99.409164
1339,91.65094
1340,101.692795
1343,106.61305
1347,110.48112
1348,97.44941
1349,107.91112
1352,94.57596
1354,103.73181
1359,111.898834
1360,101.44345
1363,107.73625
1364,99.794
1365,102.9434
1366,100.673706
1372,98.63495
1375,99.13829
1376,98.11199
1378,96.19754
1379,108.54988
1380,101.29185
1381,102.381004
1384,109.38891
1387,100.282776
1388,106.86897
1392,75.477875
1394,102.384445
1395,94.70407
1396,109.05457
1398,96.825676
1399,109.05457
1400,91.5932
1401,92.852875
1403,101.36431
1404,98.39202
1406,109.05457
1407,94.20082
1408,111.59598
1410,80.46362
1412,108.87713
1413,93.7199
1415,97.46904
1420,111.59598
1422,110.6151
1423,100.30719
1424,111.59598
1425,98.51977
1426,80.46362
1427,102.15965
1429,95.020454
1430,108.09392
1431,103.14525
1432,100.5519
1434,109.26621
1437,94.53652
1438,104.941864
1440,109.712616
1441,106.214264
1442,96.00259
1444,106.92948
1445,96.8361
1446,105.33236
1448,93.674614
1453,93.74753
1454,108.87713
1455,93.26096
1456,107.36611
1458,108.87713
1459,94.92002
1461,97.21164
1465,100.282776
1466,110.55382
1469,106.839935
1472,93.74753
1474,96.332596
1477,107.64289
1479,107.222305
1482,109.24162
1483,78.02283
1487,95.17725
1488,105.59317
1490,115.08545
1492,105.29671
1494,117.45623
1496,98.86025
1497,98.3935
1499,104.290215
1502,93.83405
1507,102.80943
1508,94.57596
1509,102.69176
1511,93.03692
1512,107.262344
1513,116.173256
1514,99.89713
1518,112.45663
1519,91.627716
1522,111.34084
1524,78.252655
1527,96.00259
1529,94.834175
1532,106.68066
1536,112.82975
1537,116.840866
1539,101.49597
1542,111.358444
1543,98.11199
1544,104.85993
1545,79.887726
1550,94.874756
1551,103.47985
1554,112.95335
1556,108.59309
1559,94.81873
1560,77.597046
1562,99.23931
1566,91.75222
1567,111.50063
1569,105.10748
1570,110.21637
1571,108.555725
1574,94.57596
1578,106.93942
1580,93.59391
1583,104.77822
1584,94.57596
1585,106.74115
1586,103.46501
1587,112.26345
1588,95.82162
1590,115.74762
1592,104.51014
1596,96.75655
1598,104.866104
1599,95.77235
1604,109.275986
1606,102.44967
1607,93.7199
1608,98.74679
1609,116.769806
1611,96.91818
1613,96.21534
1616,98.30137
1619,108.61022
1620,94.0512
1621,112.0132
1622,98.94067
1625,108.99801
1627,116.769806
1629,101.27865
1634,98.03695
1636,95.51414
1638,107.38701
1639,97.84275
1641,100.87884
1643,95.14936
1644,101.11861
1645,117.71558
1646,105.08667
1647,111.7193
1648,95.82271
1652,93.59391
1653,113.41168
1656,96.04908
1658,95.77235
1659,108.470116
1661,102.06461
1663,93.7199
1664,104.744446
1665,95.70193
1666,108.59309
1667,100.766426
1668,79.02199
1669,102.01416
1670,95.5383
1672,112.55342
1674,104.36647
1677,105.59317
1678,92.78965
1679,111.210175
1680,101.32952
1683,109.97781
1686,103.985825
1687,110.39099
1689,106.325455
1690,94.508224
1691,115.68816
1692,113.58476
1693,94.57596
1695,96.509026
1696,93.74753
1697,108.470116
1700,108.59309
1701,98.2709
1702,112.26345
1703,92.275604
1704,105.13207
1706,95.41141
1707,109.0814
1708,97.01965
1710,92.52808
1711,105.94032
1713,101.22186
1717,109.07982
1719,106.93942
1720,96.65078
1722,95.67512
1725,104.6231
1726,96.37321
1727,101.471794
1729,105.8709
1730,91.14053
1731,107.39809
1733,108.59309
1734,95.15424
1735,110.6151
1738,96.21534
1742,102.87761
1745,104.36647
1747,96.27619
1749,100.33504
1751,97.7991
1752,78.15817
1753,104.14118
1754,95.74885
1755,94.63252
1756,102.38747
1758,106.06261
1759,93.168335
1760,106.32733
1761,108.32152
1762,92.179474
1763,105.83064
1764,108.52358
1766,102.14919
1768,93.129585
1769,80.42956
1771,106.10755
1772,98.225
1773,109.26117
1774,99.02618
1775,108.53691
1777,111.29204
1779,93.168335
1780,106.68864
1787,92.275604
1788,94.932526
1790,96.02026
1796,112.499054
1801,91.22999
1803,93.94066
1807,112.11137
1809,106.03192
1812,97.80048
1813,109.43307
1814,101.94137
1815,110.16347
1816,96.06997
1818,93.57628
1820,92.30485
1821,115.82067
1822,95.01005
1825,96.82212
1826,106.65578
1828,96.08998
1831,103.94477
1836,101.57381
1837,96.415886
1841,96.332596
1844,103.687225
1848,91.47829
1851,101.49597
1852,94.02119
1853,93.83577
1854,97.666306
1856,103.8561
1859,106.03192
1860,97.92731
1861,78.193
1863,109.89406
1865,96.71431
1866,104.1893
1867,95.80732
1868,92.56926
1872,95.963196
1879,97.953415
1880,107.20919
1882,98.08194
1885,109.8993
1887,104.39893
1888,94.96983
1890,104.0247
1894,96.898155
1895,102.811516
1896,93.3184
1897,108.89335
1900,109.83855
1901,94.81873
1902,107.1371
1905,99.39655
1906,108.070244
1912,106.68691
1915,96.17785
1916,107.371086
1917,93.71918
1918,104.35581
1920,78.72002
1923,100.771385
1924,103.18513
1925,96.37919
1930,116.769806
1932,112.25923
1933,111.27688
1934,110.23475
1935,94.48238
1940,80.46362
1941,97.72313
1942,115.29655
1943,103.362946
1944,92.91365
1945,101.646706
1948,116.840866
1949,92.69178
1952,98.3325
1954,94.57596
1955,115.5696
1958,96.50982
1959,85.121056
1960,105.83064
1963,95.83485
1965,103.2233
1968,103.33825
1969,99.794
1971,95.98237
1972,111.17366
1973,93.230446
1975,91.90874
1977,101.30968
1978,96.350296
1979,109.13604
1981,92.534004
1982,109.933556
1987,110.69388
1988,91.75222
1993,104.37585
1997,93.047844
1999,95.62087
2001,96.21534
2002,115.696465
2003,100.67884
2004,78.19757
2006,111.68349
2007,94.21048
2009,106.32733
2010,93.8101
2013,102.69696
2018,78.90831
2022,98.8051
2024,106.14233
2025,97.23657
2026,104.32554
2030,105.744095
2031,95.24155
2032,106.68691
2033,95.82179
2035,99.24005
2036,113.03789
2037,92.75445
2040,95.959335
2043,108.80838
2044,122.946846
2046,106.527466
2054,109.31919
2055,95.22654
2056,106.68864
2059,94.78867
2060,94.81873
2062,92.16491
2063,108.61906
2066,96.898155
2067,114.87468
2072,100.363106
2073,106.907364
2074,108.34274
2075,99.901855
2076,96.49943
2080,96.0111
2082,94.81873
2085,99.48775
2087,107.351166
2091,107.877846
2092,95.997856
2093,106.68864
2098,100.96387
2101,105.83064
2102,93.51384
2103,80.46362
2105,103.98444
2106,94.08714
2107,100.77065
2110,96.559654
2114,98.41516
2115,112.856895
2117,86.697174
2118,96.60487
2119,106.005
2120,96.81093
2122,103.44569
2123,112.73908
2126,94.23954
2127,107.34441
2128,96.69343
2129,108.810875
2132,110.48734
2135,105.5264
2138,103.502304
2139,116.769806
2141,111.12756
2142,94.5566
2146,97.516495
2151,110.72252
2157,105.28047
2159,100.64603
2162,92.858864
2164,116.81338
2167,95.12397
2168,110.765594
2171,98.05382
2173,95.20234
2174,104.51978
2175,96.174614
2178,93.463165
2180,96.56735
2185,110.69693
2189,93.943855
2190,112.096756
2192,103.4642
2194,112.96867
2200,104.60206
2201,98.54122
2203,107.97987
2204,97.47824
2205,110.11092
2209,109.97803
2213,103.29373
2214,94.470825
2215,108.67923
2216,98.6598
2218,94.80191
2219,109.992226
2220,101.22552
2222,97.17886
2223,105.11798
2225,109.96057
2226,94.309265
2230,101.20716
2233,111.77326
2234,107.076935
2235,97.47824
2236,77.46014
2237,92.29996
2240,116.50159
2241,96.021515
2248,103.95919
2249,97.24912
2250,101.82572
2252,110.404686
2253,99.639046
2254,111.44172
2256,79.626434
2258,94.49068
2259,100.386505
2262,96.898155
2265,94.39511
2266,103.608925
2269,99.72186
2271,104.04116
2273,94.95154
2274,108.483284
2275,98.2987
2277,98.882866
2279,97.47824
2280,77.05757
2282,96.56735
2283,102.21483
2288,96.825066
2289,107.47808
2291,96.16216
2292,117.8772
2297,109.01632
2298,106.13365
2299,98.46203
2300,111.38598
2301,92.827484
2304,94.40435
2305,101.592865
2306,96.898155
2308,94.873474
2309,101.21467
2311,104.76769
2312,100.346214
2316,103.257645
2321,104.29284
2322,106.67088
2325,106.31481
2326,94.17982
2329,117.8772
2330,99.45227
2331,101.496925
2332,110.98029
2333,96.898155
2334,104.375755
2335,110.47582
2337,105.91266
2338,104.825485
2340,110.98029
2342,98.23376
2345,92.771095
2349,95.4482
2351,78.06142
2352,95.93428
2354,109.1948
2355,111.85046
2357,109.96057
2358,96.37484
2360,95.080475
2361,109.1948
2364,95.90063
2366,98.943794
2369,98.391075
2370,95.552376
2371,110.95238
2373,102.303635
2374,105.46704
2376,112.227844
2378,106.922455
2382,103.62096
2383,93.361534
2386,107.763245
2387,99.72491
2389,98.48664
2390,104.820244
2392,93.9629
2398,110.98029
2399,94.818054
2400,99.00876
2401,109.94628
2402,96.41818
2404,99.516205
2407,100.94646
2408,100.38212
2409,104.93166
2412,86.71968
2413,101.41282
2415,94.47096
2420,101.69237
2422,99.20196
2423,103.660385
2426,93.521835
2432,98.65011
2434,92.38211
2435,95.671295
2436,109.13331
2438,106.0804
2440,106.23431
2443,101.6516
2444,91.56078
2447,103.95919
2450,94.58992
2454,104.18003
2455,108.24534
2459,96.898155
2460,102.609184
2463,97.4075
2465,94.85467
2468,80.46362
2469,96.71985
2474,95.08912
2478,95.13785
2480,90.55486
2481,116.50159
2489,96.56735
2490,101.35144
2492,94.47776
2496,96.898155
2497,99.54088
2500,95.882996
2505,95.959335
2507,99.126884
2508,110.11092
2509,94.77159
2510,77.13488
2513,91.42443
2515,96.56735
2518,93.361534
2519,104.11087
2520,93.361534
2521,107.541466
2523,101.085976
2525,96.95371
2529,110.11092
2530,96.754036
2533,105.48565
2535,92.57299
2538,99.9336
2544,106.86882
2553,110.709076
2556,93.74272
2558,92.71404
2559,111.26047
2560,94.74565
2561,108.8162
2562,97.66227
2563,106.65557
2564,91.09784
2565,112.49559
2567,99.54913
2572,94.224144
2575,97.56043
2576,113.09067
2577,96.8066
2578,97.371346
2579,108.89043
2580,93.58046
2582,103.50918
2583,93.00184
2587,90.99805
2589,109.26435
2590,96.65748
2591,110.11092
2594,97.90172
2597,96.688705
2598,105.10892
2599,95.4169
2600,100.02361
2602,115.93006
2603,94.224144
2604,97.216095
2606,99.86483
2607,78.15817
2608,100.1802
2613,110.11092
2614,102.76015
2615,111.33656
2617,108.64956
2620,100.60831
2623,108.175865
2624,99.078835
2627,110.11092
2629,78.15817
2630,95.27739
2632,102.335205
2636,95.93414
2639,105.278694
2640,108.88477
2642,110.11092
2644,106.978905
2646,99.24731
2647,97.11653
2649,93.943665
2650,102.90527
2652,107.65667
2653,97.93889
2655,101.51595
2657,111.70262
2659,107.36594
2662,93.31723
2663,116.50159
2664,96.166046
2665,102.20289
2670,98.849846
2671,108.720634
2672,92.100296
2675,107.65667
2677,109.340096
2679,99.43056
2683,108.62578
2684,97.279816
2685,105.00652
2688,108.31372
2689,104.25224
2690,102.75898
2693,103.12857
2694,107.80222
2697,104.32596
2699,96.404495
2703,95.33472
2705,107.54665
2709,84.30577
2710,95.00709
2711,107.928215
2712,96.97176
2713,98.18308
2714,108.44911
2715,97.844475
2717,93.987366
2718,110.980644
2720,107.16724
2721,96.402016
2726,102.71627
2728,92.38702
2731,104.21115
2732,109.732704
2734,95.890564
2736,103.38361
2737,96.5268
2738,104.54021
2739,100.67595
2746,94.882835
2749,105.6802
2751,117.88841
2752,101.97077
2753,97.13497
2757,101.93468
2758,95.584366
2759,110.03179
2760,102.261246
2762,110.87526
2764,93.52204
2765,108.054665
2769,106.55596
2771,106.02449
2774,94.21414
2776,93.29793
2777,99.08839
2778,96.187904
2779,105.766365
2782,93.29688
2784,94.07532
2787,94.99578
2789,96.73117
2792,97.61667
2798,94.846375
2799,101.47555
2800,96.33258
2801,77.51664
2802,95.45502
2804,97.39269
2807,103.046005
2808,100.14848
2809,102.04106
2811,116.57923
2812,95.55461
2814,93.896805
2816,99.244026
2817,109.20282
2818,98.66596
2820,101.38473
2821,84.68188
2822,97.0989
2823,110.757256
2824,96.600624
2826,98.059685
2829,97.205414
2834,97.17724
2835,79.60888
2838,95.10691
2839,107.40586
2840,92.607056
2841,104.816826
2842,96.898155
2846,113.059326
2848,100.899864
2849,94.42585
2850,108.44911
2851,93.19486
2853,97.181076
2854,110.11092
2858,101.397194
2861,104.15942
2864,94.48238
2865,116.50159
2866,103.56075
2867,92.59176
2868,113.69536
2870,108.202095
2877,100.722145
2878,110.11092
2880,112.79054
2882,77.82314
2883,97.24838
2884,104.41491
2885,97.69294
2887,96.56735
2888,108.53644
2889,91.850945
2890,105.33236
2891,103.73204
2892,117.20679
2893,93.72966
2898,107.12783
2899,97.60229
2900,109.47424
2901,93.63163
2909,105.18738
2910,111.37269
2911,117.74718
2913,97.4008
2914,104.46404
2918,97.56555
2919,108.22351
2920,91.842476
2921,110.11092
2922,99.73641
2923,102.587814
2925,105.613815
2926,93.58046
2927,109.97083
2929,113.43122
2933,95.508194
2934,106.67332
2936,101.7484
2941,98.040215
2942,96.28847
2943,109.17021
2945,102.48507
2950,95.29654
2951,108.19847
2953,106.799835
2954,99.8104
2955,106.489395
2956,101.10688
2960,104.99465
2962,97.09452
2963,104.21498
2964,105.61534
2966,77.05757
2967,96.58487
2968,97.62607
2969,91.691376
2971,92.6907
2972,108.63101
2974,95.622
2975,106.640915
2977,117.45623
2980,108.44613
2981,89.84847
2983,99.092636
2984,99.586266
2985,117.8772
2986,97.23153
2987,108.63101
2989,96.77916
2990,107.757835
2991,113.37932
2992,80.42956
2995,104.32596
2996,97.93604
3002,110.11077
3004,108.7526
3005,118.530685
3006,95.85632
3010,98.41292
3011,104.27388
3014,93.58046
3015,95.45235
3016,94.53652
3017,100.880424
3018,94.37746
3021,103.21712
3024,105.10892
3028,97.24776
3030,94.81873
3032,93.78561
3039,94.694984
3040,103.89634
3041,98.06661
3043,108.1457
3044,113.27113
3046,105.32092
3055,96.35407
3056,108.999344
3058,93.216995
3059,106.70453
3061,116.840866
3063,106.148636
3066,95.44412
3067,105.10892
3068,77.56075
3069,96.402016
3072,116.47549
3073,112.517815
3074,95.49709
3077,97.249275
3082,101.22261
3084,104.32596
3085,102.31111
3088,106.978905
3091,96.63587
3092,111.73224
3093,99.3951
3094,104.21115
3096,110.23475
3097,91.09864
3098,78.50942
3102,116.44645
3106,93.13208
3109,96.26026
3111,94.89007
3112,118.530685
3113,96.78773
3115,100.363106
3116,105.50818
3117,97.624214
3121,103.36718
3122,95.17919
3123,95.909325
3124,101.2601
3125,94.53652
3126,100.392395
3127,115.68816
3129,92.8747
3130,113.43556
3132,106.28908
3134,107.949554
3135,105.06662
3137,76.3406
3138,120.86846
3140,106.180725
3144,105.08911
3145,105.05089
3146,111.33656
3147,95.282585
3148,103.52048
3149,105.42406
3150,111.44836
3151,96.88987
3152,96.48035
3155,101.105644
3156,108.44911
3159,92.97301
3161,99.278275
3162,107.45364
3163,95.83339
3165,102.28263
3172,103.04226
3173,98.71631
3176,92.22793
3177,107.24256
3179,106.640915
3183,93.7031
3186,94.85297
3187,98.77877
3189,106.47152
3190,97.71409
3192,115.68816
3193,103.04226
3194,112.59546
3197,95.674576
3198,96.8029
3200,101.50679
3201,118.524574
3202,96.8029
3204,95.959335
3205,93.374855
3206,105.17586
3208,104.59201
3210,103.028175
3211,100.475395
3212,116.840866
3213,98.74303
3214,104.96622
3216,105.33236
3219,93.582436
3220,110.85983
3221,96.78773
3226,108.141655
3227,106.10618
3228,97.312225
3229,98.4692
3232,80.46362
3233,94.37595
3234,96.2928
3236,99.16012
3238,110.27869
3239,108.95502
3240,93.45002
3247,109.14377
3249,104.81884
3252,110.95146
3253,98.479256
3254,104.554825
3255,99.681366
3256,109.77992
3257,95.43459
3262,103.61713
3263,107.65667
3264,101.10688
3266,113.35456
3267,101.23583
3269,97.70296
3272,117.8772
3274,95.674576
3275,105.29232
3277,101.55044
3279,98.65623
3280,107.48393
3283,95.26864
3285,96.56735
3287,103.531166
3288,105.10892
3290,100.28656
3291,92.26002
3298,107.983154
3299,96.29523
3302,106.588135
3303,94.444496
3304,104.08281
3307,94.807045
3309,98.12143
3314,77.30103
3316,111.174545
3317,98.2239
3319,95.801704
3320,107.88826
3321,95.24077
3322,103.07107
3324,92.91883
3326,95.75462
3329,100.5167
3330,91.09784
3331,111.68349
3335,117.20679
3337,96.72356
3338,98.733284
3339,98.28598
3340,111.50841
3341,96.781204
3343,94.085045
3346,92.749245
3348,92.85842
3351,105.01718
3352,117.58733
3355,91.8183
3356,110.67284
3358,105.078926
3359,93.8963
3360,101.57142
3371,96.56425
3372,95.87704
3374,96.44662
3377,107.82475
3378,92.266365
3380,107.09981
3382,101.452225
3386,97.581436
3389,102.1017
3391,106.25846
3393,96.802704
3394,107.15039
3395,93.71294
3397,110.11092
3398,103.10425
3399,83.67479
3400,94.95713
3404,104.76681
3407,110.71538
3409,101.22186
3419,101.37849
3421,98.05403
3425,94.435425
3427,80.74953
3428,117.8772
3429,107.6474
3431,96.40193
3435,93.765114
3436,108.96971
3439,97.302635
3441,101.216805
3442,117.8772
3443,101.06765
3444,105.28548
3445,94.19706
3446,105.42944
3449,94.81873
3453,97.082275
3457,100.148445
3460,103.38361
3461,105.51966
3462,93.74753
3464,106.148636
3465,77.56075
3466,96.417435
3467,104.71766
3468,97.288284
3469,102.762215
3470,95.511635
3472,110.11092
3473,99.49419
3475,94.74469
3476,108.84644
3478,106.41586
3479,95.12924
3483,94.73606
3484,107.58988
3485,101.45865
3487,94.92039
3488,108.03259
3496,111.239044
3497,100.10985
3499,103.14525
3500,77.17416
3501,97.68532
3504,92.93121
3508,102.25226
3511,95.56886
3512,109.11671
3515,92.34088
3517,95.43594
3518,96.918175
3526,108.04289
3528,114.02571
3529,100.5163
3530,115.69386
3531,92.84736
3532,105.28391
3533,96.074295
3534,95.2526
3535,77.57682
3536,99.30496
3537,110.7548
3538,92.33406
3539,101.736694
3540,103.25529
3545,107.39281
3546,92.42025
3550,107.43908
3551,103.962555
3553,95.88769
3554,103.38361
3557,92.29996
3558,108.820045
3559,94.81873
3561,92.12517
3562,110.11092
3563,96.64711
3564,105.01718
3565,94.19706
3567,94.83746
3571,105.01718
3572,98.10646
3574,110.494316
3576,96.59067
3577,106.630104
3578,95.24255
3579,94.72868
3583,95.281906
3585,104.346016
3586,105.97682
3587,112.46345
3593,94.00349
3594,104.37576
3595,94.82021
3599,95.97489
3600,105.683815
3601,110.11092
3602,94.81873
3604,99.04965
3609,118.497086
3610,106.29185
